,user_id,item_id,recommend,posted year,sentiment_score
19698,alexlackner,570,True,2013,0
19698,alexlackner,440,True,2013,0
19698,alexlackner,105600,True,2013,0
19699,76561198042503321,730,True,2014,0
19700,76561198042518125,233720,True,2013,0
19700,76561198042518125,22380,True,2013,0
19701,76561198042520511,730,True,2014,2
19701,76561198042520511,225600,True,2014,0
19702,76561198042541826,107410,True,2014,0
19703,asdf555,38410,True,2015,2
19704,WolfgangKillDemAll,220,True,2014,0
19704,WolfgangKillDemAll,34900,True,2014,2
19704,WolfgangKillDemAll,72850,True,2013,0
19704,WolfgangKillDemAll,43110,True,2012,0
19704,WolfgangKillDemAll,420,True,2015,2
19704,WolfgangKillDemAll,221100,False,2013,0
19705,joaquinable,374320,True,,0
19706,76561198042581032,202170,True,2014,0
19707,Infamousjeck,221100,True,2014,0
19707,Infamousjeck,223390,True,2014,0
19708,76561198042612057,319910,False,2015,2
19708,76561198042612057,211400,False,2015,2
19709,76561198042638369,570,True,2014,0
19710,DankestMemeFactoryL33T,239220,True,2014,0
19710,DankestMemeFactoryL33T,208090,True,2014,0
19711,76561198042675136,252490,False,2014,2
19712,bherick,301520,True,2015,0
19713,76561198042684717,265930,True,2015,0
19713,76561198042684717,384110,True,,2
19713,76561198042684717,351970,True,,2
19714,76561198042743118,202170,False,2013,2
19715,76561198042754142,730,True,2015,0
19716,bantus_,570,True,2014,2
19716,bantus_,730,True,2015,2
19717,76561198042760534,252670,True,2014,0
19718,JCDon12,236390,True,2015,0
19718,JCDon12,252490,True,2015,0
19718,JCDon12,39000,True,2015,0
19718,JCDon12,113400,False,2015,2
19718,JCDon12,227940,True,2014,0
19719,76561198042790533,570,True,2014,0
19720,boobies99,440,True,2014,2
19720,boobies99,206420,True,2014,0
19721,mysticalmysteries,620,True,2015,0
19721,mysticalmysteries,440,True,2015,0
19721,mysticalmysteries,4000,True,2015,0
19722,Harry_Mess,232430,True,2014,0
19723,76561198042856696,282760,True,2014,0
19724,end_,2200,True,2011,0
19725,That_Chap,353370,False,,0
19725,That_Chap,22370,True,2015,2
19726,76561198042907638,208730,False,2014,0
19727,76561198042925191,354650,True,2015,0
19728,76561198042950892,20920,True,2013,0
19729,wh1zzyboy,243970,True,2015,0
19729,wh1zzyboy,221380,True,2015,0
19729,wh1zzyboy,313020,False,2015,0
19729,wh1zzyboy,304930,True,2015,2
19730,DonnyTheDealer,304930,True,2014,2
19730,DonnyTheDealer,223710,True,2015,0
19730,DonnyTheDealer,346900,True,2015,2
19730,DonnyTheDealer,230410,True,2014,0
19731,76561198042997704,424280,True,,0
19732,The_Lord_of_the_Tacos,203770,True,2013,0
19733,Unit_011,8930,True,2015,2
19734,76561198043018658,550,True,2015,0
19734,76561198043018658,291550,True,2015,0
19734,76561198043018658,417860,True,2015,2
19734,76561198043018658,242760,True,2015,0
19734,76561198043018658,304930,True,2015,0
19735,vernichten,211420,True,2015,0
19735,vernichten,274940,True,2015,0
19735,vernichten,236430,True,2014,0
19735,vernichten,42160,True,2015,0
19735,vernichten,234530,False,,2
19735,vernichten,300380,False,2015,2
19735,vernichten,313120,True,2015,2
19735,vernichten,35720,True,2014,0
19735,vernichten,219640,True,2013,0
19736,76561198043042471,263540,True,2014,0
19737,NIGGERLET,8870,True,2014,0
19738,reywqrrtty,265630,True,2014,0
19738,reywqrrtty,239220,True,2014,0
19738,reywqrrtty,242880,True,2014,2
19738,reywqrrtty,200260,True,2014,0
19738,reywqrrtty,63700,True,2013,0
19739,76561198043095159,239820,True,2015,0
19740,76561198043095549,211820,True,2014,0
19741,76561198043096353,364360,True,,0
19741,76561198043096353,241540,True,2014,0
19741,76561198043096353,730,True,2014,0
19742,knytesaber,317260,True,2014,0
19743,76561198043112528,230090,False,2014,0
19744,dsmob,730,True,2014,0
19745,jazarey,346110,True,2015,2
19745,jazarey,550,True,2015,0
19745,jazarey,49520,True,2014,0
19746,76561198043147411,620,True,2014,0
19747,MurphyM8,211820,True,,0
19748,Qualbert,262060,True,2015,2
19748,Qualbert,363970,True,2015,2
19748,Qualbert,34900,True,,0
19748,Qualbert,250760,True,2014,0
19748,Qualbert,250900,True,2014,2
19748,Qualbert,374570,True,2015,0
19748,Qualbert,113200,True,2014,2
19748,Qualbert,225080,True,2013,0
19748,Qualbert,258520,True,2015,0
19748,Qualbert,200900,True,2013,2
19749,RAYNNNISREADY,407840,True,,2
19749,RAYNNNISREADY,17080,True,2015,0
19749,RAYNNNISREADY,239140,True,,0
19750,benpk34alt,252490,True,2014,0
19751,76561198043175946,265630,True,2015,0
19752,TheHeadBitch,211420,True,,0
19753,76561198043192599,244930,True,2014,0
19754,bymyselfformyself,245150,True,2014,2
19754,bymyselfformyself,225080,True,2014,0
19754,bymyselfformyself,233370,True,2013,0
19755,76561198043204153,730,True,,0
19756,inkinthehart,50620,True,2015,0
19756,inkinthehart,55230,True,2015,0
19756,inkinthehart,15700,True,2013,0
19757,76561198043209505,301520,True,2014,0
19758,76561198043248019,244850,True,2013,0
19759,76561198043276490,218230,True,2014,2
19760,williamfranklin,440,True,2015,0
19761,hhheckle,730,True,2014,0
19762,76561198043351079,570,True,2014,0
19763,76561198043392285,207230,True,2014,0
19763,76561198043392285,294860,True,2014,0
19764,76561198043393155,109400,True,2013,2
19765,76561198043452448,222880,True,2014,0
19766,Nasty_is_cool,440,True,2013,0
19767,76561198043454585,235540,False,,0
19767,76561198043454585,218620,False,2015,2
19767,76561198043454585,238430,False,2014,0
19767,76561198043454585,333930,False,2015,2
19767,76561198043454585,218230,False,2014,0
19768,76561198043457790,440,False,,0
19768,76561198043457790,209080,False,2014,0
19768,76561198043457790,233250,True,2014,0
19769,76561198043469792,280740,True,2014,0
19770,76561198043499851,250320,True,2014,0
19771,76561198043529964,730,True,2013,0
19772,-PRoSlayeR-,201570,True,2015,0
19772,-PRoSlayeR-,364690,False,2015,2
19773,76561198043594420,225080,True,2014,0
19773,76561198043594420,268750,True,2014,0
19774,anarchyjr,319630,True,,0
19774,anarchyjr,620,True,2013,0
19775,TeFauPeHaDe,730,False,,2
19775,TeFauPeHaDe,206420,True,2013,0
19775,TeFauPeHaDe,351800,True,2015,0
19776,76561198043624811,730,True,2013,0
19777,76561198043631496,730,True,2014,2
19778,76561198043633744,363970,True,2015,0
19779,JiggySaur,261030,True,2013,0
19780,76561198043639144,22370,True,2015,0
19781,76561198043664811,206440,True,,0
19781,76561198043664811,319630,True,,0
19781,76561198043664811,238320,True,,2
19781,76561198043664811,223710,True,,0
19781,76561198043664811,203160,True,,0
19782,axzalar,252490,False,2014,2
19782,axzalar,234670,True,2014,0
19783,quantummagnum,440,True,2014,0
19784,zombifiedddd,236430,True,2014,0
19785,76561198043699745,620,True,2014,0
19785,76561198043699745,49520,True,2014,0
19786,76561198043707981,49520,True,2015,0
19786,76561198043707981,210770,True,2014,0
19787,76561198043713459,257170,True,2015,0
19788,76561198043717627,228940,True,2014,0
19788,76561198043717627,209000,True,2014,0
19789,voldemosh,232090,True,2015,0
19789,voldemosh,394510,True,,0
19789,voldemosh,1250,True,2014,0
19790,76561198043733532,42910,True,2014,0
19791,Red_Kn1ght,251430,True,2015,0
19792,76561198043737314,269390,True,2014,2
19793,76561198043753683,367580,True,2015,0
19793,76561198043753683,212680,True,2014,0
19793,76561198043753683,48190,True,2011,0
19794,76561198043770221,72200,True,2014,2
19795,generalstubbs,40700,True,,0
19795,generalstubbs,245620,False,,0
19795,generalstubbs,56400,False,2013,2
19795,generalstubbs,57690,True,2013,0
19796,magmantis,248820,True,2014,2
19797,bruxozi,241930,True,2015,0
19797,bruxozi,238460,True,2014,0
19797,bruxozi,221260,True,2013,0
19797,bruxozi,113200,True,2013,0
19797,bruxozi,271590,True,,2
19797,bruxozi,206440,True,2014,2
19797,bruxozi,42680,True,2013,0
19797,bruxozi,570,True,2012,0
19797,bruxozi,207610,True,2014,2
19798,76561198043795163,440,True,2015,0
19799,76561198043816164,220,True,2015,0
19800,76561198043818962,231160,True,2014,0
19801,75k12,214510,True,2014,0
19801,75k12,8870,True,2014,0
19801,75k12,249130,True,2015,0
19802,HerbFreak,218620,True,2014,0
19803,PR_JT,440,True,2014,0
19804,MrDestroy12,440,True,2011,0
19805,invantage,440,True,2014,0
19806,76561198043904527,4000,True,2014,0
19807,76561198043905413,245470,True,2014,0
19808,Darthlambrou,550,True,2014,0
19808,Darthlambrou,220200,True,2013,0
19809,76561198043928101,550,True,2014,0
19810,chandlerthewise,310370,False,2015,0
19811,76561198043946150,49520,True,,0
19811,76561198043946150,47890,True,,0
19812,76561198043958807,570,True,2014,2
19812,76561198043958807,226700,True,2014,0
19813,Airtay,221640,True,2014,2
19813,Airtay,293320,True,2014,0
19813,Airtay,304050,True,2015,0
19813,Airtay,286500,True,2015,0
19814,I_Is_Spider,440,True,2014,0
19815,nimwashere,570,True,2014,0
19816,Wazkick3n,730,True,2014,0
19817,76561198044018636,273110,True,2014,0
19817,76561198044018636,306830,True,2014,2
19817,76561198044018636,304930,True,2014,2
19817,76561198044018636,242720,True,2014,0
19817,76561198044018636,208090,True,2014,0
19817,76561198044018636,440,True,2013,0
19818,Ilikesalad,214490,True,2015,0
19818,Ilikesalad,250320,True,2014,2
19818,Ilikesalad,236390,True,2015,0
19818,Ilikesalad,6020,True,2014,0
19818,Ilikesalad,227700,True,2014,0
19818,Ilikesalad,218620,False,2014,0
19818,Ilikesalad,238960,True,,0
19819,PUGSAREPRO,244850,True,2014,0
19819,PUGSAREPRO,253710,False,2014,2
19819,PUGSAREPRO,214950,True,2013,0
19820,fusefinal,8190,True,2014,0
19821,76561198044027872,265550,False,,0
19821,76561198044027872,313120,False,2015,2
19821,76561198044027872,299360,False,2015,2
19821,76561198044027872,259080,False,2014,0
19822,BreakerrOne,386360,True,,0
19822,BreakerrOne,264710,True,,0
19823,76561198044034973,570,True,2014,0
19824,Weet_Bix_Kid_97,440,True,2014,0
19825,jtman12345678,304930,True,2014,0
19826,EL_BARTO92,550,True,2015,0
19827,76561198044092869,8870,True,2014,0
19828,carlosbala,4000,True,2015,0
19829,76561198044116529,4580,True,2014,0
19830,76561198044120483,227940,True,,0
19830,76561198044120483,244850,True,2015,0
19830,76561198044120483,235400,False,2014,2
19830,76561198044120483,206190,True,2013,0
19830,76561198044120483,113400,True,2013,0
19830,76561198044120483,200210,True,2012,0
19830,76561198044120483,108800,True,2012,0
19831,76561198044128695,440,True,2014,0
19832,impulsivityy,252490,True,2014,0
19833,76561198044136381,252490,True,2013,0
19834,miniondemarco,20,False,2013,0
19834,miniondemarco,221640,True,2014,0
19835,orangemuffin,273350,True,,0
19835,orangemuffin,12750,True,,0
19836,Sir_Scmoofie,241930,True,2014,0
19837,76561198044143456,372000,True,,0
19837,76561198044143456,307690,True,2015,0
19838,Beeplmao,13600,True,2014,0
19838,Beeplmao,252490,True,2014,2
19838,Beeplmao,209060,True,2013,0
19838,Beeplmao,206440,True,2014,0
19838,Beeplmao,8870,True,2013,0
19838,Beeplmao,7670,True,2013,2
19838,Beeplmao,201810,True,2014,0
19838,Beeplmao,17570,True,2012,2
19838,Beeplmao,42910,True,2015,0
19839,magicoluan,440,True,2013,0
19840,MoaRGaYbACoNStRiPs,550,True,2013,0
19841,NateTheSquid,211820,True,2015,0
19842,whostoledandan,730,True,2015,0
19843,christopherlane,221910,False,2013,0
19844,Gotcharrr,263280,True,2014,2
19844,Gotcharrr,67370,True,2014,0
19844,Gotcharrr,224600,True,2014,0
19844,Gotcharrr,247730,True,2014,0
19844,Gotcharrr,49520,True,2014,0
19844,Gotcharrr,230410,True,2014,0
19845,Jem93,440,True,2012,0
19846,76561198044272190,221910,True,2013,0
19846,76561198044272190,108800,True,2013,0
19846,76561198044272190,620,True,2012,0
19847,76561198044276877,730,True,2014,0
19848,DDelay,244850,True,2015,0
19849,ThereInTheTrees,340,True,2013,0
19849,ThereInTheTrees,4000,True,2013,0
19850,achthenuts,440,True,2011,0
19851,76561198044351737,730,True,2014,0
19852,mynamej3ff,202970,True,2013,0
19852,mynamej3ff,1840,True,2012,0
19853,rebarb,570,True,2012,0
19854,Namey5,233450,True,2014,0
19854,Namey5,233740,True,2014,0
19854,Namey5,221100,True,2014,0
19854,Namey5,20500,True,2015,2
19854,Namey5,13570,True,2014,0
19854,Namey5,9480,True,2014,0
19855,Vextraaa,4000,True,2013,0
19856,76561198044386834,24960,True,2014,0
19857,gamesdead,730,True,2014,0
19858,xxrileyyzz,10090,True,,0
19858,xxrileyyzz,440,True,2014,0
19858,xxrileyyzz,298240,True,2015,0
19858,xxrileyyzz,227940,True,2015,0
19858,xxrileyyzz,10180,True,2014,0
19858,xxrileyyzz,55370,True,2014,0
19859,bigboogaloo,4000,True,2014,2
19859,bigboogaloo,304930,True,2014,0
19860,glitchsteal,22330,True,2014,2
19860,glitchsteal,339280,True,2015,0
19860,glitchsteal,209870,True,2013,0
19861,Bestsonaau,303210,True,2015,0
19862,76561198044448809,287700,True,2015,0
19863,voorzaat,38600,True,2014,0
19864,76561198044456214,440,True,2015,0
19865,76561198044485625,4000,True,2014,0
19866,meekaplier,207140,True,2014,0
19866,meekaplier,211260,True,2015,0
19866,meekaplier,232430,True,2015,0
19866,meekaplier,327410,True,2015,0
19867,uprisingreaperx,208090,True,2014,0
19867,uprisingreaperx,224540,True,2013,2
19867,uprisingreaperx,244870,True,2013,0
19867,uprisingreaperx,241600,True,2013,0
19867,uprisingreaperx,238280,True,2013,0
19868,davyblue92,440,True,2014,0
19869,MrDeath681,244850,True,2013,0
19870,Nightxlash,230410,True,2014,0
19871,76561198044574089,236390,True,2015,0
19871,76561198044574089,4000,True,2014,0
19872,76561198044578205,236510,True,2014,0
19873,Kiwianim,218230,True,2013,0
19874,76561198044593988,261640,True,2015,0
19875,76561198044602692,310370,True,2015,0
19876,76561198044603144,440,True,2012,2
19877,76561198044618156,302830,True,2015,0
19878,ElvisDetonandos,253980,True,2015,0
19878,ElvisDetonandos,271590,True,2015,2
19878,ElvisDetonandos,440,True,2014,0
19879,ForcedMeMees,730,True,,2
19879,ForcedMeMees,211820,True,2014,0
19879,ForcedMeMees,311210,False,2015,0
19880,76561198044634932,730,True,2015,0
19881,alpal88,234190,True,2015,0
19881,alpal88,417860,True,2015,0
19881,alpal88,223470,True,2015,0
19881,alpal88,218620,True,2014,0
19882,kotorlord44,205100,True,2013,0
19882,kotorlord44,232790,True,2014,0
19883,GhostMusic,322500,True,,2
19883,GhostMusic,383870,True,,0
19883,GhostMusic,49520,True,2015,0
19883,GhostMusic,317400,True,2015,0
19883,GhostMusic,224760,True,2015,0
19884,76561198044688378,250500,True,2013,0
19884,76561198044688378,41500,True,2012,0
19885,76561198044716809,218620,True,2014,0
19885,76561198044716809,311210,False,2015,0
19885,76561198044716809,242860,True,2015,2
19885,76561198044716809,269050,True,2014,0
19885,76561198044716809,105600,True,2011,0
19886,76561198044722565,242680,True,2014,0
19887,stirfru,730,True,2015,0
19888,morpheusimhotep,40930,True,2012,0
19889,damotaur,250600,True,2014,0
19889,damotaur,72850,True,2013,0
19890,76561198044815084,228740,True,,0
19890,76561198044815084,4000,True,2014,0
19890,76561198044815084,391540,True,2015,2
19891,SoenBR,237930,True,,0
19891,SoenBR,630,True,2014,0
19891,SoenBR,440,True,2014,0
19892,PredatoryStarfish,34900,True,2013,0
19893,Mikkyb,49520,True,2013,0
19894,76561198044873127,39140,True,2013,0
19895,76561198044890018,49520,True,2014,0
19896,76561198044934299,17470,True,2013,0
19897,MrCalvino,252490,True,2014,0
19898,76561198044944581,251570,False,2015,0
19899,mitch8ham,218620,True,2014,0
19899,mitch8ham,227940,True,2015,0
19899,mitch8ham,108600,True,2014,0
19899,mitch8ham,42160,True,2013,2
19899,mitch8ham,219640,True,2013,0
19900,TheUltimateFilipino,383980,True,2015,0
19901,Nuewman,240,True,2013,0
19902,76561198044989220,204360,True,2014,0
19903,ziqan,248820,True,2015,0
19904,76561198045002205,15620,True,2015,0
19904,76561198045002205,6060,True,2013,0
19905,YepItsTiho,113400,True,2015,0
19905,YepItsTiho,21690,True,2014,2
19906,Adam201028,236370,True,2014,0
19906,Adam201028,221910,True,2014,0
19906,Adam201028,51100,True,2013,0
19907,76561198045070923,35450,True,2012,0
19907,76561198045070923,265630,True,2014,0
19907,76561198045070923,2600,True,2012,0
19907,76561198045070923,240,True,2011,0
19908,theprettybunch,113020,True,2014,0
19908,theprettybunch,47890,True,2014,0
19909,pikarchoo,730,True,,2
19910,76561198045080203,570,True,2015,0
19910,76561198045080203,262550,True,2015,0
19911,unlessitsafarm,208090,True,2014,0
19912,76561198045086352,231060,True,2014,2
19913,M16Vampire,234140,True,,2
19913,M16Vampire,330830,True,2015,2
19913,M16Vampire,205100,True,,2
19914,76561198045124591,275850,False,,0
19915,Tyrranis,1250,True,2012,0
19915,Tyrranis,91900,True,2012,2
19915,Tyrranis,55150,True,2011,0
19916,NocturnalKnight2,239030,True,2014,0
19917,76561198045161688,236090,True,2015,0
19918,pootmakingdispenser,440,True,2012,0
19919,whenthegeeseattacks,570,True,2014,0
19920,76561198045222792,221100,True,2014,2
19920,76561198045222792,262150,True,2014,0
19920,76561198045222792,214190,True,2014,0
19920,76561198045222792,227160,True,2014,0
19920,76561198045222792,204880,True,2014,0
19920,76561198045222792,234160,True,2014,0
19920,76561198045222792,244850,True,2014,0
19921,strayadard,105600,True,2012,0
19922,76561198045266632,304930,True,2014,0
19923,nerds4lyfe,319510,True,2014,0
19923,nerds4lyfe,248170,True,2015,0
19923,nerds4lyfe,332800,True,2014,0
19923,nerds4lyfe,265930,True,2014,0
19924,76561198045293123,7760,True,,0
19925,76561198045296161,12140,True,2015,2
19926,pavelkadots,50300,True,2015,0
19926,pavelkadots,241930,True,2014,0
19926,pavelkadots,570,True,2014,0
19927,Teenrouge,329950,True,2015,2
19928,76561198045316180,4000,True,2013,0
19928,76561198045316180,346010,True,2015,2
19928,76561198045316180,209080,True,2014,0
19928,76561198045316180,9350,True,2013,0
19929,76561198045323634,99900,True,2014,2
19930,thisismygifturl,218680,True,2014,0
19931,76561198045351949,227940,True,2015,0
19931,76561198045351949,440,True,2014,0
19932,76561198045373498,235600,True,2014,0
19933,buzyx,730,True,,0
19934,76561198045377236,346110,True,2015,0
19934,76561198045377236,211820,True,2013,0
19935,bentommy,290080,True,2014,0
19935,bentommy,221100,False,2014,2
19936,monkeyseemonkeydoo,48700,True,2014,0
19936,monkeyseemonkeydoo,321300,True,2014,0
19937,KillerThriller,233130,True,2014,0
19937,KillerThriller,6860,True,2013,0
19937,KillerThriller,253710,False,2014,2
19937,KillerThriller,200710,True,2013,0
19938,coztenza,72850,False,2015,0
19938,coztenza,271590,False,2015,0
19938,coztenza,730,True,2015,0
19939,mr_j_ghostly,204100,True,2014,0
19939,mr_j_ghostly,48000,True,2015,0
19940,76561198045470177,104700,False,2015,2
19941,76561198045477018,315880,False,2015,2
19941,76561198045477018,394230,True,,0
19942,alacpt,221100,True,2014,0
19942,alacpt,8870,True,2014,0
19943,Bongbee,278080,True,2014,0
19944,76561198045542486,7670,True,2013,0
19945,76561198045547769,227180,True,2014,0
19946,76561198045565399,440,True,2013,0
19947,Jellyman93,220200,True,2014,0
19948,Widzialny,203770,True,2014,0
19949,Slipzpers,238460,True,2014,0
19950,76561198045627858,109400,True,,0
19950,76561198045627858,372000,False,,0
19950,76561198045627858,440,True,2015,0
19951,76561198045632922,43160,True,2014,0
19952,76561198045633274,292030,True,,2
19952,76561198045633274,304930,True,2014,0
19953,76561198045638432,253710,True,2015,0
19953,76561198045638432,310560,True,2015,0
19953,76561198045638432,263280,True,2014,0
19954,KrimzonTA,35140,True,2015,0
19955,oio20199,220,True,2013,0
19955,oio20199,250580,False,2013,2
19956,CdogAu,730,True,2015,0
19957,76561198045708291,234190,True,2014,0
19958,evofrex,200210,True,,0
19959,ej600,291480,True,2014,2
19959,ej600,570,True,2014,0
19960,StayMad,390670,True,2015,0
19961,killersam5215,440,True,2015,0
19961,killersam5215,730,True,2015,0
19962,kswk,570,True,2015,0
19962,kswk,730,True,2015,0
19962,kswk,8930,True,2015,0
19962,kswk,440,True,2012,0
19963,ZiReach,203160,True,,0
19963,ZiReach,250900,True,,0
19963,ZiReach,8870,True,2015,0
19963,ZiReach,4000,True,2014,0
19963,ZiReach,200710,True,2013,0
19964,bigboygeorge,230410,True,2014,0
19965,DerpyAssassin,212800,True,2014,0
19965,DerpyAssassin,203160,True,2014,0
19965,DerpyAssassin,98200,True,2014,0
19966,76561198045816839,221100,True,2015,0
19967,Clankrocks,12210,True,2015,0
19967,Clankrocks,261030,True,2015,0
19968,ppusssy,570,False,2015,2
19968,ppusssy,224260,False,2013,2
19969,76561198045834194,206210,True,2014,0
19970,76561198045838636,730,True,2015,0
19970,76561198045838636,275850,False,,0
19970,76561198045838636,113400,True,,0
19971,Trythion,211820,True,2014,0
19972,76561198045877315,105600,True,2015,0
19973,picworthe,391540,True,2015,2
19973,picworthe,319630,True,2015,0
19973,picworthe,730,True,2014,0
19973,picworthe,250900,True,2015,0
19973,picworthe,25000,True,2015,0
19973,picworthe,339800,True,2015,0
19973,picworthe,49520,True,2014,0
19973,picworthe,39000,True,2014,0
19973,picworthe,72850,True,2014,0
19974,76561198045891077,237930,True,2015,0
19975,76561198045895742,22380,True,2014,0
19976,malekii999,212680,True,2014,0
19977,randomnumbers217,8930,True,2013,0
19978,76561198045948210,236390,True,2014,0
19979,WeTheGods,221100,True,2013,0
19980,76561198045959168,252490,True,2014,0
19981,76561198045971049,265930,True,2014,0
19982,jiskastla,440,True,2014,0
19983,bullmastiffs,107410,True,2014,0
19984,76561198046000848,250420,True,2013,0
19984,76561198046000848,304930,True,2014,0
19985,76561198046002444,212680,True,2014,0
19985,76561198046002444,219150,True,2014,0
19985,76561198046002444,24200,True,2014,0
19985,76561198046002444,261030,True,2013,0
19985,76561198046002444,211820,True,2013,0
19985,76561198046002444,218230,True,2013,0
19986,ProfChadington,440,True,2014,0
19987,HadleighGreen,99900,True,2014,0
19987,HadleighGreen,241540,True,2014,0
19987,HadleighGreen,211420,True,2015,0
19988,timetotossthediceagain,282440,True,2014,0
19988,timetotossthediceagain,238750,True,,0
19989,MisterSkellington,219990,True,2014,0
19989,MisterSkellington,211420,True,2015,2
19989,MisterSkellington,72850,True,2015,0
19989,MisterSkellington,105600,True,2015,0
19990,76561198046021047,440,True,2014,0
19991,CAIDENROX,110800,True,2015,0
19991,CAIDENROX,373180,True,2015,2
19991,CAIDENROX,218620,True,2014,0
19991,CAIDENROX,219640,True,2014,0
19992,76561198046024745,265210,True,2014,0
19993,76561198046045570,220200,True,2013,0
19994,OBCyborg,24790,True,2014,0
19994,OBCyborg,235460,True,2015,0
19994,OBCyborg,49540,False,2014,2
19994,OBCyborg,287450,True,2014,0
19994,OBCyborg,620,True,2014,0
19995,76561198046049932,440,True,2014,0
19996,76561198046066175,221100,True,2013,0
19997,76561198046089580,2700,True,2015,0
19998,justin1011,207140,True,2014,0
19998,justin1011,8930,True,2014,0
19998,justin1011,210870,True,2014,0
19998,justin1011,265630,True,2014,0
19999,76561198046095748,570,False,2015,2
20000,psssssssssssssssssssh,105600,True,2015,0
20001,76561198046114151,209870,True,2014,0
20001,76561198046114151,218230,True,2014,0
20002,chloepetersen,730,True,2014,0
20003,76561198046128346,211820,True,2013,0
20004,de_edwardo,105600,True,2014,0
20005,Schlongbergsachs,72850,True,2014,0
20005,Schlongbergsachs,440,True,2014,0
20005,Schlongbergsachs,252490,True,2014,0
20006,AQuestionableCharacter,444250,False,,0
20007,90s_cars,227300,True,2014,0
20007,90s_cars,397340,True,,0
20007,90s_cars,4000,True,2014,0
20008,subwooper,208090,True,2014,0
20008,subwooper,570,True,2014,0
20009,PlayerXD2,440,True,,0
20010,76561198046211301,250320,True,2014,0
20010,76561198046211301,49520,True,2014,0
20010,76561198046211301,48700,True,2014,0
20011,76561198046214713,319630,True,,0
20012,sparid,49520,True,2014,0
20013,navman360,4000,True,2014,0
20013,navman360,36620,False,2014,0
20014,Ranger772,244850,True,2014,0
20015,76561198046339462,211820,True,2013,0
20015,76561198046339462,250900,True,2015,0
20016,76561198046353635,222900,True,2014,0
20017,maxwellstime,620,True,2013,0
20018,camnaldergames,39000,True,2015,0
20019,76561198046360299,1250,True,2015,2
20020,76561198046396625,440,True,2013,0
20021,warung,570,True,2014,0
20021,warung,245550,True,2014,0
20022,76561198046426932,230410,True,2014,0
20023,76561198046427260,440,True,2014,2
20024,76561198046431048,334230,True,2015,0
20025,slightlybetterthanjesus,570,True,2014,0
20026,kaboomgames,211820,True,2013,0
20027,76561198046474248,49520,True,2014,0
20027,76561198046474248,730,True,2013,0
20027,76561198046474248,99900,False,2014,0
20027,76561198046474248,378120,True,,0
20027,76561198046474248,393410,True,,0
20027,76561198046474248,109400,False,2015,0
20027,76561198046474248,3590,True,2015,0
20027,76561198046474248,204360,True,2015,0
20028,rexmatical,211420,True,2015,0
20028,rexmatical,323470,True,2015,0
20028,rexmatical,223710,True,2014,0
20028,rexmatical,221640,True,2014,2
20028,rexmatical,105600,True,2013,2
20028,rexmatical,4000,True,2013,2
20028,rexmatical,440,True,2013,0
20029,WishForNight,273350,True,2015,0
20029,WishForNight,261570,True,2015,0
20029,WishForNight,440,True,2015,0
20030,76561198046477340,221640,True,2014,0
20031,trollviper,1250,True,2013,0
20032,mrkerfuffle,252490,True,2014,0
20033,76561198046508287,17080,True,2014,0
20034,76561198046508397,440,True,2013,0
20034,76561198046508397,240,True,2013,0
20035,76561198046510669,269210,True,2015,0
20036,iwantsauce,334230,True,,0
20037,76561198046546837,34330,True,2013,2
20037,76561198046546837,10500,True,2013,0
20037,76561198046546837,34030,True,2013,0
20037,76561198046546837,214950,True,2013,2
20038,beepboopbop,347560,False,,0
20038,beepboopbop,351640,True,2015,2
20038,beepboopbop,105600,True,2015,0
20039,76561198046582634,226700,True,2015,0
20039,76561198046582634,307670,True,,0
20039,76561198046582634,220700,True,2014,0
20039,76561198046582634,344820,False,2015,0
20039,76561198046582634,27940,False,2015,2
20040,76561198046612873,211820,True,2014,0
20040,76561198046612873,440,True,2013,0
20041,76561198046614897,9900,True,2013,0
20042,DatWombat,6060,True,2015,2
20043,DjPTTR,730,True,2015,0
20043,DjPTTR,107410,True,2014,0
20043,DjPTTR,8980,True,2012,0
20044,76561198046668535,221100,False,2014,0
20045,76561198046713163,387970,False,2015,2
20046,strangemoose,236430,True,2015,0
20047,manbeastAD,236390,True,2013,0
20048,76561198046730416,200210,False,2015,2
20048,76561198046730416,730,True,2014,0
20049,KingPahn,238320,True,2013,0
20050,Brensarinn_,550,False,2014,0
20051,76561198046767905,321060,True,,0
20052,liambull,220,True,2014,0
20052,liambull,21690,True,2013,0
20053,saalazar,252490,True,,0
20053,saalazar,730,True,,0
20054,76561198046804443,730,True,2014,0
20055,chapechap,319630,True,2015,0
20056,76561198046813617,227700,True,2015,0
20056,76561198046813617,620,True,2013,0
20056,76561198046813617,400,True,2014,0
20057,76561198046815037,105600,True,2015,0
20058,76561198046818156,4920,True,2014,2
20058,76561198046818156,218620,True,2013,0
20058,76561198046818156,206420,True,2013,2
20059,GetyourMedz,211820,True,2014,0
20059,GetyourMedz,232050,False,2013,0
20059,GetyourMedz,730,True,2014,0
20059,GetyourMedz,440,True,2013,0
20060,76561198046825758,440,True,2015,0
20060,76561198046825758,200210,True,2015,0
20061,paojdsflkasjfda,213670,True,2015,0
20062,76561198046834503,22300,True,2014,0
20063,BRexona,252490,True,2014,0
20063,BRexona,209650,False,2015,0
20063,BRexona,243470,True,2014,0
20063,BRexona,311210,True,2015,2
20063,BRexona,381210,True,,2
20064,_gary_the_snail,730,True,2015,0
20064,_gary_the_snail,206190,True,2014,0
20065,76561198046856087,221100,True,2014,0
