,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
118357,Dungeons &amp; Dragons Online: Shadowfell Conspiracy,213198,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2013
118358,COH 2 - Faceplate: Twisted Gold,231505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118359,COH 2 - Faceplate: Studded,231504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118360,COH 2 - Faceplate: Engraved,231507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118362,COH 2 - Faceplate: Chainlink,231506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118363,Call of Duty®: Black Ops II - Breach Personalization Pack,234793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118364,Call of Duty®: Black Ops II - Aqua Personalization Pack,234792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118365,Call of Duty®: Black Ops II - Pack-A-Punch Personalization Pack,234791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118366,Call of Duty®: Black Ops II - Coyote Personalization Pack,234790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118367,Call of Duty®: Black Ops II - Glam Personalization Pack,234789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118369,Skullgirls: Squigly,245174,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118370,Skullgirls,245170,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118372,"Papers, Please",239030,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118373,Guacamelee! Gold Edition,214770,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118374,Call of Duty®: Black Ops II - Rogue Personalization Pack,234794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118375,Europa Universalis IV,236850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013
118376,Guncraft,241720,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118377,Hammerwatch,239070,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
118380,Soldier Front 2: Hunter's Hunt Package,243440,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
118381,Soldier Front 2: The Booster Package,243441,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
118382,Teleglitch: Die More Edition,234390,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118383,Train Simulator: Hamburg-Hanover Route Add-On,222588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118384,Indie Game: The Movie Special Edition DLC,207090,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118385,Tropico 4: Voodoo DLC,205638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013
118386,Magic 2014 “Sliver Hive” Deck Key,213906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118387,Magic 2014 “Guardians of Light” Deck Key,213908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118388,Magic 2014 “Chant of Mul Daya” Deck Key,213904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118389,Magic 2014 “Deadwalkers” Deck Key,213902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118390,Magic 2014 “Mind Maze” Deck Key,213900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118391,Dungeon Defenders - The Tinkerer's Lab Mission Pack,238230,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2013
118392,Magic 2014 “Sliver Hive” Foil Conversion,213907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118393,Magic 2014 “Deadwalkers” Foil Conversion,213903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118394,Magic 2014 “Chant of Mul Daya” Foil Conversion,213905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118395,Magic 2014 “Masks of the Dimir” Foil Conversion,213893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118396,Magic 2014 “Avacyn’s Glory” Foil Conversion,213899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118397,Magic 2014 “Enter the Dracomancer” Foil Conversion,213895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118398,Magic 2014 “Firewave” Foil Conversion,213891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118399,Sealed Play Deck - Slot 03,219622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118400,Magic 2014 — Duels of the Planeswalkers,213850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118401,Magic 2014 “Hunter’s Strength” Foil Conversion,213897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118402,Magic 2014 “Avacyn’s Glory” Deck Key,213898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118403,Magic 2014 “Hunter’s Strength” Deck Key,213896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118404,Magic 2014 “Guardians of Light” Foil Conversion,213909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118405,Super Splatters,95000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118406,The Incredible Adventures of Van Helsing: Blue Blood,215534,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
118407,Train Simulator: DB BR232 Loco Add-On,222587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118409,Rogue Legacy,241600,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
118410,Storm,231020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013
118411,Fallen Enchantress: Legendary Heroes - Quest Pack DLC,233591,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2013
118412,GRID 2 - Super Modified Pack,221165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
118413,Jack Keane 2 - The Fire Within,236970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118414,Call of Duty®: Black Ops II - Cyborg Personalization Pack,234788,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118415,The Apogee Throwback Pack,238050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118416,Call of Duty®: Black Ops II - Paladin Personalization Pack,234786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118417,Interstellar Marines,236370,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2013
118418,"Resident Evil: Revelations Jessica's G18 + Custom Part: ""BSAA""",229629,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118419,"Resident Evil: Revelations Jill's Samurai Edge + Custom Part: ""S.T.A.R.S.""",229630,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118420,"Resident Evil: Revelations Parker's Government Handgun + Custom Part: ""FBC""",229628,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118421,Train Simulator: BR Class 87 Loco Add-On,222586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118422,Cities in Motion 2: Bus Mania,225424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118423,TrackMania² Stadium,232910,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
118424,Painkiller Hell &amp; Damnation: Heaven's Above,229270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118425,Fallen Enchantress: Legendary Heroes - Map Pack DLC,233590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118426,MotoGP™13,240600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2013
118427,Magrunner: Dark Pulse,209630,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118428,Fist Puncher,238630,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118429,Hexodius,236490,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118430,COH 2 - German Skin: (M) Three Color Ambush Pattern,231492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118431,COH 2 - Soviet Skin: (L) Three Color Northwestern Front,231490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118432,COH 2 - Soviet Skin: (H) Three Color Northwestern Front,231491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118433,COH 2 - German Skin: (H) Three Color Disruptive Pattern,231476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118434,COH 2 - German Skin: (H) Winter Ambush Pattern,231478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118435,COH 2 - German Skin: (H) Field Applied Whitewash Pattern,231475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118436,COH 2 - German Skin: (H) Late War Factory Pattern,231474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118437,COH 2 - Soviet Skin: (H) Two Tone Bryansk Front,231471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118438,COH 2 - Soviet Skin: (H) Three Color Leningrad Front,231469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118439,COH 2 - Soviet Skin: (H) Winter Cobblestone West Front,231470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118440,COH 2 - Soviet Skin: (M) Three Color Leningrad Front,231468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118441,COH 2 - Soviet Skin: (M) Three Color Northwestern Front,231472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118442,COH 2 - Soviet Skin: (L) Three Color Leningrad Front,231467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118443,COH 2 - German Skin: (M) Late War Factory Pattern,231458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118444,COH 2 - German Skin: (L) Late War Factory Pattern,231457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118445,COH 2 - Soviet Skin: (M) Winter Whitewash Voronezh Front,231454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118446,CoH 2 - German Commander: Joint Operations Doctrine,231464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118447,COH 2 - German Skin: (H) Three Color Ambush Pattern,231453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118448,CoH 2 - Soviet Commander: Anti-Infantry Tactics,231462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118449,CoH 2 - German Commander: Spearhead Doctrine,231466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118450,Joe Danger 2: The Movie,242110,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2013
118451,Joe Danger,229890,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2013
118452,Scrabble,234100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118453,Risk,227920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118454,The Game of Life,224700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118455,Battleship,227900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118456,Resident Evil: Revelations Rachael Ooze DLC,229627,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118457,Rocksmith - Tommy Tutone - 867-5309/Jenny,222121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118458,The Night of the Rabbit,230820,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118459,Rocksmith - Blondie - Call Me,222122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118460,Cubetractor,235720,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
118461,GRID 2 - Car Unlock Pack,221168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
118462,Wargame: Airland Battle,222750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118463,Train Simulator: Class A4 Pacifics Loco Add-On,222584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118464,Resident Evil: Revelations Lady HUNK DLC,229626,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118465,Expeditions: Conquistador,237430,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2013
118466,The Swapper,231160,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118467,Rising Storm Game of the Year Edition,234510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118468,99 Spirits,258090,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
118469,RPG Maker VX Ace - The Blackheart Power Music Pack,229757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013
118470,Fallen Enchantress: Legendary Heroes,228260,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2013
118471,The Incredible Adventures of Van Helsing,215530,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
118472,Skyward Collapse,238890,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2013
118473,Train Simulator: BR Class 31 Loco Add-On,222583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118474,Dollar Dash - More Ways to Win DLC,214330,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118475,Dust: An Elysian Tail,236090,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
118476,Element4l,235820,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118477,Super Puzzle Platformer Deluxe,238530,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118478,Rush Bros.,234490,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2013
118479,Call of Juarez® Gunslinger,204450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118480,GRID 2 - Headstart Pack,221164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
118481,Gunpoint,206190,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
118482,GRID 2 - IndyCar Pack,221161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
118483,GRID 2 - McLaren Racing Pack,221160,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
118484,GRID 2 - GTR Racing Pack,221162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
118485,GRID 2,44350,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013
118486,Crusader Kings II: Norse Unit Pack,210905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118487,Super Sanctum TD,235250,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
118489,Aliens: Colonial Marines - Reconnaissance Pack,219441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118490,System Shock 2,238210,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999
118491,Borderlands 2 - Psycho Pack,230090,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
118492,Luxor 2 HD,234350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118493,Train Simulator: DB BR423 EMU Add-On,222580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118494,Dishonored - Void Walker Arsenal,212893,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118495,Nancy Drew®: Ghost of Thornton Hall,226820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118496,Rocksmith - Maroon 5 Song Pack,222119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118497,Rocksmith - Maroon 5 - Harder to Breathe,222118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118498,Rocksmith - Maroon 5 - She Will Be Loved,222117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118500,Thunder Wolves,232970,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118501,Anomaly 2,236730,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
118502,Receiver,234190,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013
118503,Leviathan: Warships,202270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118504,Rocksmith - Maroon 5 - Misery,222116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118505,Zeno Clash 2,215690,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118506,Rocksmith - The Pixies - Here Comes Your Man,222115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118507,Rocksmith - Survivor - Eye of the Tiger,222113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118508,Rocksmith - Billy Idol - White Wedding (Part 1),222114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118509,Jack Lumber,220900,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
118510,Strike Suit Infinity,234160,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118511,FEZ,224760,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118512,FEZ Original Soundtrack,224763,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118513,Far Cry 3 - Blood Dragon,233270,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118514,Ragnarok Online 2,231060,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2013
118515,Mini Motor Racing EVO,209520,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2013
118516,Train Simulator: BR Class 101 DMU Add-On,222579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118517,Omerta - City of Gangsters - The Arms Industry DLC,215372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013
118518,Might &amp; Magic: Heroes VI - Shades of Darkness,229790,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013
118519,Trainz Simulator DLC: BR Class 14,24678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118520,Trainz Simulator DLC: Coronation Scot,24677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118521,QUBE: Against the Qlock,234570,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2013
118522,Victoria II: German Unit Pack,215003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118523,Don't Starve Soundtrack,219750,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2013
118524,Tomb Raider: Caves and Cliffs Multiplayer Map Pack,208811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118525,Assassin’s Creed® III - The Tyranny of King Washington: The Redemption,227132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118526,Monaco: What's Yours Is Mine,113020,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
118527,Kairo,233230,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118528,Dyad,223450,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2013
118529,Highborn - Chapter 2,236660,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
118530,Train Simulator: EWS &amp; Freightliner Class 08s Loco Add-On,222578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118531,The 39 Steps,234940,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118533,Cry of Fear,223710,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118534,RE6 / BH6: Siege Mode,232570,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118535,Call of Duty®: Black Ops II - Dia de los Muertos Personalization Pack,234774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118536,Call of Duty®: Black Ops II - Graffiti Personalization Pack,234773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118537,Call of Duty®: Black Ops II - Kawaii Personalization Pack,234772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118538,Call of Duty®: Black Ops II - Nuketown Zombies Map,219092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118539,Anna - Extended Edition,217690,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118540,La-Mulana,230700,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118541,Call of Duty®: Black Ops II - Party Rock Personalization Pack,234771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118542,Dishonored - The Knife of Dunwall,208575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118543,Rocksmith - Rise Against - The Good Left Undone,222111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118544,ORION: Prelude,104900,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2013
118545,Rocksmith - The Vines - Get Free,222112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118546,Rocksmith - Modest Mouse - Float On,222110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118547,Victoria II: Heart of Darkness,215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118548,Starseed Pilgrim,230980,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
118549,Omerta - City of Gangsters - Damsel in Distress DLC,215371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013
118550,Sacred Citadel,207930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118551,The Banner Saga: Factions - Starter Pack,234021,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2013
118552,The Banner Saga: Factions - Pillage! Pack,234022,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2013
118553,The Banner Saga: Factions - Eternal Renown Boost,234024,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2013
118554,Awesomenauts - Genji the Grey Skin,230884,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013
118555,Magicka: Tower of Niflheim,73119,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
118556,Age of Empires II HD,221380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013
118557,The Banner Saga: Factions - Variations Pack,234023,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2013
118558,ShootMania Storm,229870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118559,Train Simulator: Marias Pass Route Add-On,222561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013
118560,RE6 / BH6: Predator Mode,232550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118561,RE6 / BH6: Survivors Mode,232590,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118562,Call of Duty®: Black Ops II - Extra Slots Pack,234770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118563,Call of Duty®: Black Ops II - African Flags of the World Calling Card Pack,234783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
118564,Call of Duty®: Black Ops II - Asian Flags of the World Calling Card Pack,234784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
